[PDE] ENT_NAME,[PDE] VAR_NAME,[PDE] VAR_BUSNAME,[PDE] VAR_DESCRIPTION,[PDE] VAR_USAGE,Name,Source,Construct,Construct Referent,Construct Form,Construct Framework,Performance Type,SDAD VAR_NAME,Data Type,Item Stem,Item Text,Item Number,Operational Definition,Item Definition,Response Format,Response Values,Reverse Coded,Source Scale,Citation,Comments,EDA Performed,Obs.N,Obs.%NA,nbr.val.unique,Freq.Category,Obs.Min,Obs.Max,Obs.Median,Obs. Mean,Obs.Mean.CI95,Obs.SD,Obs.Skew,Obs.Kurtosis,Obs. Normality.K2,Obs.Q-Q.Plot,Obs.Bar.Histo.Den,Obs.Box.Plot,Obs.Scale.Reliability,Obs.N,Obs.%NA,nbr.val.unique,Freq.Category,Obs.Min,Obs.Max,Obs.Median,Obs. Mean,Obs.Mean.CI95,Obs.SD,Obs.Skew,Obs.Kurtosis,Obs. Normality.K2,Obs.Q-Q.Plot,Obs.Bar.Histo.Den,Obs.Box.Plot,Obs.Scale.Reliability
GAT_SOLDIERS_20_V2,Q4780,"Emotional Fitness, Critical thinking, open-mindedness, or good judgement, Q4780",Think about how you have acted in actual situations <u>during the past four weeks</u>. Please answer only in terms of what YOU actually did. Please read carefully. Select a number from 0 to 10 according to how often you showed/used the qualities listed? C,1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 0,GAT 2.0 (Soldier),ASRRD,character,individual,personality,trait,na,na,designed,Think about how you have acted in actual situations during the past four weeks. Please answer only in terms of what YOU actually did. Please read carefully. Select a number from 0 to 10 according to how often you showed/used the qualities listed.,"Critical thinking, open-mindedness, or good judgement.",Q4780,"Assesses character strengths that map onto six character virtures: wisdom & knowledge, courage, humanity, justice, temperance, and transcendence.","You are analytical; you examine things from all sides; you do not jump to conclusions, but instead
attempt to weigh all the evidence when making decisions.",likert,"67 = 0 = 0 (never) -> 0; 
8 = 0.5 = 1 -> 1;
9 = 1 = 2 -> 2;
10 = 1.5 = 3 -> 3;
11 = 2 = 4 -> 4;
12 = 2.5 = 5 -> 5;
13 = 3 = 6 -> 6;
14 = 3.5 = 7 -> 7;
15 = 4 = 8 -> 8;
16 = 4.5 = 9 -> 9;
17 = 5 = 10 (always) -> 10;",no,VIA-IS,Peterson (2007); Peterson & Seligman (2004),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4779,"Emotional Fitness, Curiosity or interest, Q4779",Think about how you have acted in actual situations <u>during the past four weeks</u>. Please answer only in terms of what YOU actually did. Please read carefully. Select a number from 0 to 10 according to how often you showed/used the qualities listed? C,1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 0,GAT 2.0 (Soldier),ASRRD,character,individual,personality,trait,na,na,designed,Think about how you have acted in actual situations during the past four weeks. Please answer only in terms of what YOU actually did. Please read carefully. Select a number from 0 to 10 according to how often you showed/used the qualities listed.,Curiosity or interest.,Q4779,"Assesses character strengths that map onto six character virtures: wisdom & knowledge, courage, humanity, justice, temperance, and transcendence.","You are an explorer; you seek novelty; you are interested in new activities, ideas, and people; you are open to new
experiences.",likert,"67 = 0 = 0 (never) -> 0; 
8 = 0.5 = 1 -> 1;
9 = 1 = 2 -> 2;
10 = 1.5 = 3 -> 3;
11 = 2 = 4 -> 4;
12 = 2.5 = 5 -> 5;
13 = 3 = 6 -> 6;
14 = 3.5 = 7 -> 7;
15 = 4 = 8 -> 8;
16 = 4.5 = 9 -> 9;
17 = 5 = 10 (always) -> 10;",no,VIA-IS,Peterson (2007); Peterson & Seligman (2004),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4854,"Emotional Fitness, distressed, Q4854",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? distressed,Never; Hardly ever; Some of the time; Often; Most of the time,GAT 2.0 (Soldier),ASRRD,negative affect,individual,perceptual,state,na,na,designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Distressed.,Q4854,Assesses general negative affect. ,,likert,"18 = 5 = Never -> 1; 
19 = 4 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 2 = Often -> 4;
22 = 1 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4869,"Emotional Fitness, enthusiastic/energized, Q4869",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? enthusiastic/energized,Never; Hardly ever; Some of the time; Often; Most of the time,GAT 2.0 (Soldier),ASRRD,positive affect,individual,perceptual,state,na,na,designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Enthusiastic/energized.,Q4869,Assesses general positive affect. ,,likert,"18 = 1 = Never -> 1; 
19 = 2 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 4 = Often -> 4;
22 = 5 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4856,"Emotional Fitness, excited, Q4856",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? excited,Never; Hardly ever; Some of the time; Often; Most of the time,GAT 2.0 (Soldier),ASRRD,positive affect,individual,perceptual,state,na,na,designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Excited.,Q4856,Assesses general positive affect. ,,likert,"18 = 1 = Never -> 1; 
19 = 2 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 4 = Often -> 4;
22 = 5 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4791,"Emotional Fitness, Fairness, Q4791",Think about how you have acted in actual situations <u>during the past four weeks</u>. Please answer only in terms of what YOU actually did. Please read carefully. Select a number from 0 to 10 according to how often you showed/used the qualities listed? F,1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 0,GAT 2.0 (Soldier),ASRRD,character,individual,personality,trait,na,na,designed,Think about how you have acted in actual situations during the past four weeks. Please answer only in terms of what YOU actually did. Please read carefully. Select a number from 0 to 10 according to how often you showed/used the qualities listed.,Fairness.,Q4791,"Assesses character strengths that map onto six character virtures: wisdom & knowledge, courage, humanity, justice, temperance, and transcendence.","You believe strongly in an equal and just opportunity for all; you don’t let personal feelings bias your decisions about
others; you treat people the way you want to be treated.",likert,"67 = 0 = 0 (never) -> 0; 
8 = 0.5 = 1 -> 1;
9 = 1 = 2 -> 2;
10 = 1.5 = 3 -> 3;
11 = 2 = 4 -> 4;
12 = 2.5 = 5 -> 5;
13 = 3 = 6 -> 6;
14 = 3.5 = 7 -> 7;
15 = 4 = 8 -> 8;
16 = 4.5 = 9 -> 9;
17 = 5 = 10 (always) -> 10;",no,VIA-IS,Peterson (2007); Peterson & Seligman (2004),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4845,"Emotional Fitness, Feeling bad about yourself, or that you are a failure, or have let yourself or your family down , Q4845","<u>In the past four weeks</u>, how often have you been bothered by any of the following problems? Feeling bad about yourself, or that you are a failure, or have let yourself or your family down ",Not at all; Several days; More than half the days; Nearly every day; Every day,GAT 2.0 (Soldier),ASRRD,depression,individual,perceptual,state,na,na,designed,"In the past four weeks, how often have you been bothered by any of the following problems?","Feeling bad about yourself, or that you are a failure, or have let yourself or your family down.",Q4845,"Assesses depressive symptoms (e.g., feeling down, depressed, or hopeless)",,likert,"1 = 5 = Not at all -> 1; 
2 = 4 = Several days -> 2;
3 = 3 = More than half the days -> 3;
4 = 2 = Nearly every day -> 4;
5 = 1 = Every day -> 5;",no,Pessimistic-Optimistic Explanatory Style ,Peterson et al. (2001) ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4840,"Emotional Fitness, Feeling down, depressed, or hopeless, Q4840","<u>In the past four weeks</u>, how often have you been bothered by any of the following problems? Feeling down, depressed, or hopeless",Not at all; Several days; More than half the days; Nearly every day; Every day,GAT 2.0 (Soldier),ASRRD,depression,individual,perceptual,state,na,na,designed,"In the past four weeks, how often have you been bothered by any of the following problems?","Feeling down, depressed, or hopeless.",Q4840,"Assesses depressive symptoms (e.g., feeling down, depressed, or hopeless)",,likert,"1 = 5 = Not at all -> 1; 
2 = 4 = Several days -> 2;
3 = 3 = More than half the days -> 3;
4 = 2 = Nearly every day -> 4;
5 = 1 = Every day -> 5;",no,Pessimistic-Optimistic Explanatory Style ,Peterson et al. (2001) ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4842,"Emotional Fitness, Feeling tired or having little energy, Q4842","<u>In the past four weeks</u>, how often have you been bothered by any of the following problems? Feeling tired or having little energy",Not at all; Several days; More than half the days; Nearly every day; Every day,GAT 2.0 (Soldier),ASRRD,depression,individual,perceptual,state,na,na,designed,"In the past four weeks, how often have you been bothered by any of the following problems?",Feeling tired or having little energy.,Q4842,"Assesses depressive symptoms (e.g., feeling down, depressed, or hopeless)",,likert,"1 = 5 = Not at all -> 1; 
2 = 4 = Several days -> 2;
3 = 3 = More than half the days -> 3;
4 = 2 = Nearly every day -> 4;
5 = 1 = Every day -> 5;",no,Pessimistic-Optimistic Explanatory Style ,Peterson et al. (2001) ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4844,"Emotional Fitness, Feeling very angry, Q4844","<u>In the past four weeks</u>, how often have you been bothered by any of the following problems? Feeling very angry",Not at all; Several days; More than half the days; Nearly every day; Every day,GAT 2.0 (Soldier),ASRRD,depression,individual,perceptual,state,na,na,designed,"In the past four weeks, how often have you been bothered by any of the following problems?",Feeling very angry.,Q4844,"Assesses depressive symptoms (e.g., feeling down, depressed, or hopeless)",,likert,"1 = 5 = Not at all -> 1; 
2 = 4 = Several days -> 2;
3 = 3 = More than half the days -> 3;
4 = 2 = Nearly every day -> 4;
5 = 1 = Every day -> 5;",no,Pessimistic-Optimistic Explanatory Style ,Peterson et al. (2001) ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4847,"Emotional Fitness, Feeling very frustrated, Q4847","<u>In the past four weeks</u>, how often have you been bothered by any of the following problems? Feeling very frustrated",Not at all; Several days; More than half the days; Nearly every day; Every day,GAT 2.0 (Soldier),ASRRD,depression,individual,perceptual,state,na,na,designed,"In the past four weeks, how often have you been bothered by any of the following problems?",Feeling very frustrated.,Q4847,"Assesses depressive symptoms (e.g., feeling down, depressed, or hopeless)",,likert,"1 = 5 = Not at all -> 1; 
2 = 4 = Several days -> 2;
3 = 3 = More than half the days -> 3;
4 = 2 = Nearly every day -> 4;
5 = 1 = Every day -> 5;",no,Pessimistic-Optimistic Explanatory Style ,Peterson et al. (2001) ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4805,"Emotional Fitness, For things I cannot change, I accept them and move on., Q4805","How well do these statements describe you? For things I cannot change, I accept them and move on.",Not like me at all; A little like me; Somewhat like me; Mostly like me; Very much like me,GAT 2.0 (Soldier),ASRRD,"good coping (active, problem-focused)",individual,perceptual,trait,na,na,designed,How well do these statements describe you?,"For things I cannot change, I accept them and move on.",Q4805,Assesses active or problem-focused coping skills including planning or taking directed action. ,,likert,"23 = 1 = Not like me at all -> 1; 
24 = 2 = A little like me -> 2;
25 = 3 = Somewhat like me -> 3;
26 = 4 = Mostly like me -> 4;
27 = 5 = Very much like me -> 5;",no,Coping Strategy Scales ,"Carver, Scheier, & Weutraub (1989); Peterson & Park (in press) ",Good coping seems like a misnomer as both styles can be useful by situation,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4793,"Emotional Fitness, Forgiveness or mercy, Q4793",Think about how you have acted in actual situations <u>during the past four weeks</u>. Please answer only in terms of what YOU actually did. Please read carefully. Select a number from 0 to 10 according to how often you showed/used the qualities listed? F,1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 0,GAT 2.0 (Soldier),ASRRD,character,individual,personality,trait,na,na,designed,Think about how you have acted in actual situations during the past four weeks. Please answer only in terms of what YOU actually did. Please read carefully. Select a number from 0 to 10 according to how often you showed/used the qualities listed.,Forgiveness or mercy.,Q4793,"Assesses character strengths that map onto six character virtures: wisdom & knowledge, courage, humanity, justice, temperance, and transcendence.","You readily let go of hurt after you are wronged; you give people a second chance; you are not vengeful or
resentful; you accept people’s shortcomings.",likert,"67 = 0 = 0 (never) -> 0; 
8 = 0.5 = 1 -> 1;
9 = 1 = 2 -> 2;
10 = 1.5 = 3 -> 3;
11 = 2 = 4 -> 4;
12 = 2.5 = 5 -> 5;
13 = 3 = 6 -> 6;
14 = 3.5 = 7 -> 7;
15 = 4 = 8 -> 8;
16 = 4.5 = 9 -> 9;
17 = 5 = 10 (always) -> 10;",no,VIA-IS,Peterson (2007); Peterson & Seligman (2004),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4872,"Emotional Fitness, frustrated, Q4872",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? frustrated,Never; Hardly ever; Some of the time; Often; Most of the time,GAT 2.0 (Soldier),ASRRD,negative affect,individual,perceptual,state,na,na,designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Frustrated.,Q4872,Assesses general negative affect. ,,likert,"18 = 5 = Never -> 1; 
19 = 4 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 2 = Often -> 4;
22 = 1 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4798,"Emotional Fitness, Gratitude and thankfulness, Q4798",Think about how you have acted in actual situations <u>during the past four weeks</u>. Please answer only in terms of what YOU actually did. Please read carefully. Select a number from 0 to 10 according to how often you showed/used the qualities listed? G,1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 0,GAT 2.0 (Soldier),ASRRD,character,individual,personality,trait,na,na,designed,Think about how you have acted in actual situations during the past four weeks. Please answer only in terms of what YOU actually did. Please read carefully. Select a number from 0 to 10 according to how often you showed/used the qualities listed.,Gratitude and thankfulness.,Q4798,"Assesses character strengths that map onto six character virtures: wisdom & knowledge, courage, humanity, justice, temperance, and transcendence.","You regularly experience and express thankfulness; you don’t take the good things that happen in your life for
granted; you tend to feel blessed in many circumstances.",likert,"67 = 0 = 0 (never) -> 0; 
8 = 0.5 = 1 -> 1;
9 = 1 = 2 -> 2;
10 = 1.5 = 3 -> 3;
11 = 2 = 4 -> 4;
12 = 2.5 = 5 -> 5;
13 = 3 = 6 -> 6;
14 = 3.5 = 7 -> 7;
15 = 4 = 8 -> 8;
16 = 4.5 = 9 -> 9;
17 = 5 = 10 (always) -> 10;",no,VIA-IS,Peterson (2007); Peterson & Seligman (2004),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4863,"Emotional Fitness, guilty, Q4863",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? guilty,Never; Hardly ever; Some of the time; Often; Most of the time,GAT 2.0 (Soldier),ASRRD,negative affect,individual,perceptual,state,na,na,designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Guilty.,Q4863,Assesses general negative affect. ,,likert,"18 = 5 = Never -> 1; 
19 = 4 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 2 = Often -> 4;
22 = 1 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4864,"Emotional Fitness, happy/content, Q4864",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? happy/content,Never; Hardly ever; Some of the time; Often; Most of the time,GAT 2.0 (Soldier),ASRRD,positive affect,individual,perceptual,state,na,na,designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Happy/content.,Q4864,Assesses general positive affect. ,,likert,"18 = 1 = Never -> 1; 
19 = 2 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 4 = Often -> 4;
22 = 5 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4785,"Emotional Fitness, Honesty, Q4785",Think about how you have acted in actual situations <u>during the past four weeks</u>. Please answer only in terms of what YOU actually did. Please read carefully. Select a number from 0 to 10 according to how often you showed/used the qualities listed? H,1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 0,GAT 2.0 (Soldier),ASRRD,character,individual,personality,trait,na,na,designed,Think about how you have acted in actual situations during the past four weeks. Please answer only in terms of what YOU actually did. Please read carefully. Select a number from 0 to 10 according to how often you showed/used the qualities listed.,Honesty.,Q4785,"Assesses character strengths that map onto six character virtures: wisdom & knowledge, courage, humanity, justice, temperance, and transcendence.","You are a person of high integrity and authenticity; you tell the truth, even when it hurts; you present yourself to others
in a sincere way; you take responsibility for your actions.",likert,"67 = 0 = 0 (never) -> 0; 
8 = 0.5 = 1 -> 1;
9 = 1 = 2 -> 2;
10 = 1.5 = 3 -> 3;
11 = 2 = 4 -> 4;
12 = 2.5 = 5 -> 5;
13 = 3 = 6 -> 6;
14 = 3.5 = 7 -> 7;
15 = 4 = 8 -> 8;
16 = 4.5 = 9 -> 9;
17 = 5 = 10 (always) -> 10;",no,VIA-IS,Peterson (2007); Peterson & Seligman (2004),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4860,"Emotional Fitness, hopeful, Q4860",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? hopeful,Never; Hardly ever; Some of the time; Often; Most of the time,GAT 2.0 (Soldier),ASRRD,positive affect,individual,perceptual,state,na,na,designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Hopeful.,Q4860,Assesses general positive affect. ,,likert,"18 = 1 = Never -> 1; 
19 = 2 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 4 = Often -> 4;
22 = 5 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4867,"Emotional Fitness, hostile, Q4867",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? hostile,Never; Hardly ever; Some of the time; Often; Most of the time,GAT 2.0 (Soldier),ASRRD,negative affect,individual,perceptual,state,na,na,designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Hostile.,Q4867,Assesses general negative affect. ,,likert,"18 = 5 = Never -> 1; 
19 = 4 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 2 = Often -> 4;
22 = 1 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4802,"Emotional Fitness, I am good at changing myself to adjust to changes in my life., Q4802",How well do these statements describe you? I am good at changing myself to adjust to changes in my life.,Not like me at all; A little like me; Somewhat like me; Mostly like me; Very much like me,GAT 2.0 (Soldier),ASRRD,adaptability,individual,perceptual,state,na,na,designed,How well do these statements describe you?,I am good at changing myself to adjust to changes in my life.,Q4802,"Assesses the ability to alter one's course, and perceived cognitive flexibility. ",,likert,"23 = 1 = Not like me at all -> 1; 
24 = 2 = A little like me -> 2;
25 = 3 = Somewhat like me -> 3;
26 = 4 = Mostly like me -> 4;
27 = 5 = Very much like me -> 5;",no,Original Items ,Peterson & Park (unpublished),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4804,"Emotional Fitness, I can usually fit myself into any situation., Q4804",How well do these statements describe you? I can usually fit myself into any situation.,Not like me at all; A little like me; Somewhat like me; Mostly like me; Very much like me,GAT 2.0 (Soldier),ASRRD,adaptability,individual,perceptual,state,na,na,designed,How well do these statements describe you?,I can usually fit myself into any situation.,Q4804,"Assesses the ability to alter one's course, and perceived cognitive flexibility. ",,likert,"23 = 1 = Not like me at all -> 1; 
24 = 2 = A little like me -> 2;
25 = 3 = Somewhat like me -> 3;
26 = 4 = Mostly like me -> 4;
27 = 5 = Very much like me -> 5;",no,Original Items ,Peterson & Park (unpublished),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4806,"Emotional Fitness, I control my emotions by changing how I think about things., Q4806",How well do these statements describe you? I control my emotions by changing how I think about things.,Not like me at all; A little like me; Somewhat like me; Mostly like me; Very much like me,GAT 2.0 (Soldier),ASRRD,"good coping (active, problem-focused)",individual,perceptual,trait,na,na,designed,How well do these statements describe you?,I control my emotions by changing how I think about things.,Q4806,Assesses active or problem-focused coping skills including planning or taking directed action. ,,likert,"23 = 1 = Not like me at all -> 1; 
24 = 2 = A little like me -> 2;
25 = 3 = Somewhat like me -> 3;
26 = 4 = Mostly like me -> 4;
27 = 5 = Very much like me -> 5;",no,Coping Strategy Scales ,"Carver, Scheier, & Weutraub (1989); Peterson & Park (in press) ",Good coping seems like a misnomer as both styles can be useful by situation,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4890,"Emotional Fitness, I have no control over the things that happen to me., Q4890",Please answer the following questions in terms of how you usually think. I have no control over the things that happen to me.,Somewhat like me; Mostly like me; Very much like me; Not like me at all; A little like me,GAT 2.0 (Soldier),ASRRD,catastrophizing,individual,perceptual,trait,na,na,designed,Answer in terms of how you usually think.,I have no control over the things that happen to me.,Q4890,"Assesses the stable, global, and internal attributions (i.e., explanatory style) individuals make in response to negative events.",,likert,"23 = 5 = Not like me at all -> 1; 
24 = 4 = A little like me -> 2;
25 = 3 = Somewhat like me -> 3;
26 = 2 = Mostly like me -> 4;
27 = 1 = Very much like me -> 5;",no,Attributional Style Questionnaire,Peterson et al. (2001) ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4827,"Emotional Fitness, I rarely count on good things happening to me., Q4827","Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer. I rarely count on good things happening to me.",Strongly disagree; Disagree; Neither agree nor disagree; Agree; Strongly agree,GAT 2.0 (Soldier),ASRRD,optimism,individual,perceptual,trait,na,na,designed,"Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer.",I rarely count on good things happening to me.,Q4827,Assesses dispositional optimism grounded in a generalized expectance for positive future events. ,,likert,"28 = 5 = Strongly disagree -> 5; 
29 = 4 = Disagree -> 4;
30 = 3 = Neither agree nor disagree -> 3;
31 = 2 = Agree -> 2;
32 = 1 = Strongly agree -> 1;",yes,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4892,"Emotional Fitness, I respond to stress by making things worse than they are., Q4892",Please answer the following questions in terms of how you usually think. I respond to stress by making things worse than they are.,Somewhat like me; Mostly like me; Very much like me; Not like me at all; A little like me,GAT 2.0 (Soldier),ASRRD,catastrophizing,individual,perceptual,trait,na,na,designed,Answer in terms of how you usually think.,I respond to stress by making things worse than they are.,Q4892,"Assesses the stable, global, and internal attributions (i.e., explanatory style) individuals make in response to negative events.",,likert,"33 = 5 = Not like me at all -> 1; 
34 = 4 = A little like me -> 2;
25 = 3 = Somewhat like me -> 3;
26 = 2 = Mostly like me -> 4;
27 = 1 = Very much like me -> 5;",no,Attributional Style Questionnaire,Peterson et al. (2001) ,Odd coding options,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4810,"Emotional Fitness, I usually keep my emotions to myself., Q4810",How well do these statements describe you? I usually keep my emotions to myself.,Not like me at all; A little like me; Somewhat like me; Mostly like me; Very much like me,GAT 2.0 (Soldier),ASRRD,"bad coping (passive, emotion-based)",individual,perceptual,trait,na,na,designed,How well do these statements describe you?,I usually keep my emotions to myself.,Q4810,"Assesses passive, emotion-focused coping strategies that involve venting or displacement and disengagement. ",,likert,"23 = 5 = Not like me at all -> 5; 
24 = 4 = A little like me -> 4;
25 = 3 = Somewhat like me -> 3;
26 = 2 = Mostly like me -> 2;
27 = 1 = Very much like me -> 1;",yes,Coping Strategy Scales ,"Carver, Scheier, & Weutraub (1989); Peterson & Park (in press) ",emotion-focused coping (bad is a misnomer),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4826,"Emotional Fitness, If something can go wrong for me, it will., Q4826","Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer. If something can go wrong for me, it will.",Strongly disagree; Disagree; Neither agree nor disagree; Agree; Strongly agree,GAT 2.0 (Soldier),ASRRD,optimism,individual,perceptual,trait,na,na,designed,"Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer.","If something can go wrong for me, it will.",Q4826,Assesses dispositional optimism grounded in a generalized expectance for positive future events. ,,likert,"28 = 5 = Strongly disagree -> 5; 
29 = 4 = Disagree -> 4;
30 = 3 = Neither agree nor disagree -> 3;
31 = 2 = Agree -> 2;
32 = 1 = Strongly agree -> 1;",yes,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4825,"Emotional Fitness, In uncertain times, I usually expect the best., Q4825","Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer. In uncertain times, I usually expect the best.",Strongly disagree; Disagree; Neither agree nor disagree; Agree; Strongly agree,GAT 2.0 (Soldier),ASRRD,optimism,individual,perceptual,trait,na,na,designed,"Please be as honest and accurate as you can throughout.  Answer according to your own feelings, rather than how you think most people would answer.","In uncertain times, I usually expect the best.",Q4825,Assesses dispositional optimism grounded in a generalized expectance for positive future events. ,,likert,"28 = 1 = Strongly disagree -> 1; 
29 = 2 = Disagree -> 2;
30 = 3 = Neither agree nor disagree -> 3;
31 = 4 = Agree -> 4;
32 = 5 = Strongly agree -> 5;",no,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT_SOLDIERS_20_V2,Q4859,"Emotional Fitness, inspired, Q4859",Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks</u>? inspired,Never; Hardly ever; Some of the time; Often; Most of the time,GAT 2.0 (Soldier),ASRRD,positive affect,individual,perceptual,state,na,na,designed,Here are a number of words that describe different feelings and emotions. How often you have felt this way <u>during the past four weeks?,Inspired.,Q4859,Assesses general positive affect. ,,likert,"18 = 1 = Never -> 1; 
19 = 2 = Hardly ever -> 2;
20 = 3 = Some of the time -> 3;
21 = 4 = Often -> 4;
22 = 5 = Most of the time -> 5;",no,PANAS ,"Watson, Clark, & Tellegen (1989) ",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
